"Mod name","Registry name","Item ID","Meta/dmg","Subtypes","Display name","Ore Dict keys"
"Arcane Archives","arcanearchives:raw_quartz",4708,0,"false","Raw Radiant Quartz",""
"Arcane Archives","arcanearchives:raw_quartz_cluster",4751,0,"false","Raw Quartz Cluster",""
"Arcane Archives","arcanearchives:rivertear",4737,0,"false","Rivertear",""
"Arcane Archives","arcanearchives:salvegleam",4731,0,"false","Salvegleam",""
"Arcane Archives","arcanearchives:scepter_manipulation",4724,0,"false","Scepter of Manipulation",""
"Arcane Archives","arcanearchives:scepter_revelation",4723,0,"false","Scepter of Revelation",""
"Arcane Archives","arcanearchives:scintillating_inlay",4721,0,"false","Scintillating Inlay",""
"Arcane Archives","arcanearchives:shaped_quartz",4709,0,"false","Shaped Radiant Quartz",""
"Arcane Archives","arcanearchives:slaughtergleam",4726,0,"false","Slaughtergleam",""
"Arcane Archives","arcanearchives:storage_raw_quartz",4745,0,"false","Raw Radiant Quartz Block",""
"Arcane Archives","arcanearchives:storage_shaped_quartz",4746,0,"false","Shaped Radiant Quartz Block",""
"Arcane Archives","arcanearchives:stormway",4740,0,"false","Stormway",""
"Arcane Archives","arcanearchives:switchgleam",4730,0,"false","Switchgleam",""
"Arcane Archives","arcanearchives:tome_arcana",4712,0,"true","Tome of Arcana",""
"Arcane Archives","arcanearchives:writ_expulsion",4715,0,"false","Writ of Expulsion",""
"Baubles","baubles:ring",4706,0,"true","Miner's Ring",""
"Better Builder's Wands","betterbuilderswands:wanddiamond",6613,0,"false","Diamond Wand",""
"Better Builder's Wands","betterbuilderswands:wandiron",6612,0,"false","Iron Wand",""
"Better Builder's Wands","betterbuilderswands:wandstone",6611,0,"false","Stone Wand",""
"Better Builder's Wands","betterbuilderswands:wandunbreakable",6614,0,"false","Unbreakable Wand",""
"Better Diving","better_diving:acid_mushroom",5157,0,"false","Acid Mushroom",""
"Better Diving","better_diving:battery",5114,0,"false","Battery",""
"Better Diving","better_diving:bladderfish",5136,0,"false","Bladderfish",""
"Better Diving","better_diving:bladderfish_cooked",5137,0,"false","Cooked Bladderfish",""
"Better Diving","better_diving:bladderfish_cured",5138,0,"false","Cured Bladderfish",""
"Better Diving","better_diving:boomerang",5145,0,"false","Boomerang",""
"Better Diving","better_diving:boomerang_cooked",5146,0,"false","Cooked Boomerang",""
"Better Diving","better_diving:boomerang_cured",5147,0,"false","Cured Boomerang",""
"Better Diving","better_diving:copper_ore",5108,0,"false","Copper Ore","oreCopper"
"Better Diving","better_diving:creepvine",5151,0,"false","Creepvine Sample",""
"Better Diving","better_diving:creepvine_seed",5152,0,"false","Creepvine Seed",""
"Better Diving","better_diving:creepvine_seed_cluster",5116,0,"false","Creepvine Seed Cluster",""
"Better Diving","better_diving:creepvine_top",5153,0,"false","Creepvine Top",""
"Better Diving","better_diving:diving_mask",5120,0,"false","Diving Mask",""
"Better Diving","better_diving:fiber_mesh",5119,0,"false","Fiber Mesh",""
"Better Diving","better_diving:fins",5123,0,"false","Fins",""
"Better Diving","better_diving:garryfish",5139,0,"false","Garryfish",""
"Better Diving","better_diving:garryfish_cooked",5140,0,"false","Cooked Garryfish",""
"Better Diving","better_diving:garryfish_cured",5141,0,"false","Cured Garryfish",""
"Better Diving","better_diving:gold",5111,0,"false","Gold",""
"Better Diving","better_diving:habitat_builder",5148,0,"false","Habitat Builder (WIP)",""
"Better Diving","better_diving:high_capacity_o2_tank",5125,0,"false","High Capacity O? Tank",""
"Better Diving","better_diving:holefish",5142,0,"false","Holefish",""
"Better Diving","better_diving:holefish_cooked",5143,0,"false","Cooked Holefish",""
"Better Diving","better_diving:holefish_cured",5144,0,"false","Cured Holefish",""
"Better Diving","better_diving:improved_wetsuit_leggings",5126,0,"false","Improved Wetsuit Leggings",""
"Better Diving","better_diving:lead",5110,0,"false","Lead","oreLead"
"Better Diving","better_diving:limestone_outcrop",5149,0,"false","Limestone Outcrop",""
"Better Diving","better_diving:lubricant",5117,0,"false","Lubricant",""
"Better Diving","better_diving:peeper",5133,0,"false","Peeper",""
"Better Diving","better_diving:peeper_cooked",5134,0,"false","Cooked Peeper",""
"Better Diving","better_diving:peeper_cured",5135,0,"false","Cured Peeper",""
"Better Diving","better_diving:power_cell",5115,0,"false","Power Cell",""
"Better Diving","better_diving:rebreather",5124,0,"false","Rebreather",""
"Better Diving","better_diving:reinforced_diving_mask",5128,0,"false","Reinforced Diving Mask",""
"Better Diving","better_diving:reinforced_fins",5131,0,"false","Reinforced Fins",""
"Better Diving","better_diving:reinforced_o2_tank",5129,0,"false","Reinforced O? Tank",""
"Better Diving","better_diving:reinforced_wetsuit_leggings",5130,0,"false","Reinforced Wetsuit Leggings",""
"Better Diving","better_diving:sandstone_outcrop",5150,0,"false","Sandstone Outcrop",""
"Better Diving","better_diving:seagrass",5154,0,"false","Seagrass",""
"Better Diving","better_diving:seagrass_tall_bottom",5155,0,"false","Seagrass Tall",""
"Better Diving","better_diving:seagrass_tall_top",5156,0,"false","Seagrass Tall Top",""
"Better Diving","better_diving:seamoth",5132,0,"false","Seamoth",""
"Better Diving","better_diving:silicone_rubber",5118,0,"false","Silicone Rubber",""
"Better Diving","better_diving:silver_ore",5109,0,"false","Silver Ore","oreSilver"
"Better Diving","better_diving:solar_panel",5159,0,"false","Solar Panel (WIP)",""
"Better Diving","better_diving:standard_o2_tank",5121,0,"false","Standard O? Tank",""
"Better Diving","better_diving:structure_block",5158,0,"false","Structure Block (WIP)",""
"Better Diving","better_diving:titanium",5107,0,"false","Titanium","oreTitanium"
"Better Diving","better_diving:titanium_ingot",5112,0,"false","Titanium Ingot",""
"Better Diving","better_diving:ultra_glide_fins",5127,0,"false","Ultra Glide Fins",""
"Better Diving","better_diving:wetsuit_leggings",5122,0,"false","Wetsuit Leggings",""
"Better Diving","better_diving:wiring_kit",5113,0,"false","Wiring Kit",""
"Better Nether","betternether:agave",4140,0,"false","Agave",""
"Better Nether","betternether:barrel_cactus",4139,0,"false","Barrel Cactus",""
"Better Nether","betternether:black_apple",4198,0,"false","Black Apple",""
"Better Nether","betternether:black_apple_seed",4145,0,"false","Black Apple Seed",""
"Better Nether","betternether:black_bush",4141,0,"false","Black Bush",""
"Better Nether","betternether:block_eyeball",4113,0,"false","Eyeball Block",""
"Better Nether","betternether:block_eyeball_small",4114,0,"false","Small Eyeball Block",""
"Better Nether","betternether:bone_block",4168,0,"false","Bone Block",""
"Better Nether","betternether:bone_button",4171,0,"false","Bone Button",""
"Better Nether","betternether:bone_cincinnasite_door",4195,0,"false","Bone-Cincinnasite Door",""
"Better Nether","betternether:bone_mushroom",4178,0,"false","Bone Mushroom Spores",""
"Better Nether","betternether:bone_plate",4172,0,"false","Bone Pressure Plate",""
"Better Nether","betternether:bone_reed_door",4194,0,"false","Bone-Reed Door",""
"Better Nether","betternether:bone_slab_half",4170,0,"true","Bone Slab",""
"Better Nether","betternether:bone_stairs",4169,0,"false","Bone Stairs",""
"Better Nether","betternether:bone_tile",4181,0,"false","Bone Tile",""
"Better Nether","betternether:bone_wall",4174,0,"false","Bone Wall",""
"Better Nether","betternether:chest_of_drawers",4197,0,"false","tile.chest_of_drawers.name",""
"Better Nether","betternether:cincinnasite",4199,0,"false","Cincinnasite",""
"Better Nether","betternether:cincinnasite_axe",4206,0,"false","Cincinnasite Axe",""
"Better Nether","betternether:cincinnasite_axe_diamond",4207,0,"false","Cincinnasite-Diamond Axe",""
"Better Nether","betternether:cincinnasite_bars",4189,0,"false","Cincinnasite Bars",""
"Better Nether","betternether:cincinnasite_block",4152,0,"false","Cincinnasite Block",""
"Better Nether","betternether:cincinnasite_brick_plate",4156,0,"false","Cincinnasite Brick Plate",""
"Better Nether","betternether:cincinnasite_bricks",4155,0,"false","Cincinnasite Bricks",""
"Better Nether","betternether:cincinnasite_bricks_pillar",4180,0,"false","Cincinnasite Brick Pillar",""
"Better Nether","betternether:cincinnasite_button",4159,0,"false","Cincinnasite Button",""
"Better Nether","betternether:cincinnasite_carved",4164,0,"false","Cincinnasite Carved",""
"Better Nether","betternether:cincinnasite_fire_bowl",4173,0,"false","Cincinnasite Fire Bowl",""
"Better Nether","betternether:cincinnasite_forge",4192,0,"false","Cincinnasite Forge",""
"Better Nether","betternether:cincinnasite_forged",4153,0,"false","Forged Cincinnasite Block","blockCincinnasite"
"Better Nether","betternether:cincinnasite_frame",4185,0,"false","Cincinnasite Frame",""
"Better Nether","betternether:cincinnasite_lantern",4161,0,"false","Cincinnasite Lantern",""
"Better Nether","betternether:cincinnasite_ore",4151,0,"false","Cincinnasite Ore",""
"Better Nether","betternether:cincinnasite_pedestal",4182,0,"false","Cincinnasite Pedestal",""
"Better Nether","betternether:cincinnasite_pickaxe",4200,0,"false","Cincinnasite Pickaxe",""
"Better Nether","betternether:cincinnasite_pickaxe_diamond",4201,0,"false","Cincinnasite-Diamond Pickaxe",""
"Better Nether","betternether:cincinnasite_pillar",4154,0,"false","Cincinnasite Pillar","blockCincinnasite"
"Better Nether","betternether:cincinnasite_plate",4160,0,"false","Cincinnasite Plate",""
"Better Nether","betternether:cincinnasite_pot",4184,0,"false","Cincinnasite Pot",""
"Better Nether","betternether:cincinnasite_slab_half",4158,0,"true","Cincinnasite Slab",""
"Better Nether","betternether:cincinnasite_stairs",4157,0,"false","Cincinnasite Stairs",""
"Better Nether","betternether:cincinnasite_tile_large",4162,0,"false","Large Cincinnasite Tile","blockCincinnasite"
"Better Nether","betternether:cincinnasite_tile_small",4163,0,"false","Small Cincinnasite Tile","blockCincinnasite"
"Better Nether","betternether:cincinnasite_wall",4167,0,"false","Cincinnasite Wall",""
"Better Nether","betternether:egg_plant",4144,0,"false","Egg Plant",""
"Better Nether","betternether:eye_seed",4115,0,"false","Eye Seed",""
"Better Nether","betternether:gray_mold",4150,0,"false","Gray Mold",""
"Better Nether","betternether:ink_bush_seed",4142,0,"false","Ink Bush Seed",""
"Better Nether","betternether:lucis_spore",4136,0,"false","Lucis Spore",""
"Better Nether","betternether:magma_flower",4146,0,"false","Magma flower seed",""
"Better Nether","betternether:nether_brick_tile_large",4165,0,"false","Large Nether Brick Tile",""
"Better Nether","betternether:nether_brick_tile_slab_half",4176,0,"true","Small Nether Brick Tile Slab",""
"Better Nether","betternether:nether_brick_tile_small",4166,0,"false","Small Nether Brick Tile",""
"Better Nether","betternether:nether_brick_tile_stairs",4177,0,"false","Small Nether Brick Tile Stairs",""
"Better Nether","betternether:nether_brick_wall",4175,0,"false","Nether Brick Wall",""
"Better Nether","betternether:nether_cactus",4137,0,"false","Nether Cactus",""
"Better Nether","betternether:nether_grass",4117,0,"false","Nether Grass",""
"Better Nether","betternether:nether_mycelium",4147,0,"false","Nether Mycelium",""
"Better Nether","betternether:nether_reed",4118,0,"false","Nether Reed",""
"Better Nether","betternether:netherrack_furnace",4193,0,"false","Netherrack Furnace",""
"Better Nether","betternether:netherrack_moss",4116,0,"false","Nether Moss",""
"Better Nether","betternether:orange_mushroom",4148,0,"false","Orange Mushroom",""
"Better Nether","betternether:pig_statue_01",4183,0,"false","Respawner Statue",""
"Better Nether","betternether:quartz_glass",4186,0,"false","Quartz Glass","blockQuartzGlass"
"Better Nether","betternether:quartz_glass_framed",4187,0,"false","Framed Quartz Glass",""
"Better Nether","betternether:quartz_glass_framed_pane",4191,0,"false","Framed Quartz Glass Pane",""
"Better Nether","betternether:quartz_glass_pane",4190,0,"false","Quartz Glass Pane","paneQuartzGlass"
"Better Nether","betternether:quartz_stained_glass",4188,0,"true","Quartz Stained Glass White",""
"Better Nether","betternether:quartz_stained_glass",4188,1,"true","Quartz Stained Glass Orange",""
"Better Nether","betternether:quartz_stained_glass",4188,2,"true","Quartz Stained Glass Magenta",""
"Better Nether","betternether:quartz_stained_glass",4188,3,"true","Quartz Stained Glass Light Blue",""
"Better Nether","betternether:quartz_stained_glass",4188,4,"true","Quartz Stained Glass Yellow",""
"Better Nether","betternether:quartz_stained_glass",4188,5,"true","Quartz Stained Glass Lime",""
"Better Nether","betternether:quartz_stained_glass",4188,6,"true","Quartz Stained Glass Pink",""
"Better Nether","betternether:quartz_stained_glass",4188,7,"true","Quartz Stained Glass Gray",""
"Better Nether","betternether:quartz_stained_glass",4188,8,"true","Quartz Stained Glass Silver",""
"Better Nether","betternether:quartz_stained_glass",4188,9,"true","Quartz Stained Glass Cyan",""
"Better Nether","betternether:quartz_stained_glass",4188,10,"true","Quartz Stained Glass Purple",""
"Better Nether","betternether:quartz_stained_glass",4188,11,"true","Quartz Stained Glass Blue",""
"Better Nether","betternether:quartz_stained_glass",4188,12,"true","Quartz Stained Glass Brown",""
"Better Nether","betternether:quartz_stained_glass",4188,13,"true","Quartz Stained Glass Green",""
"Better Nether","betternether:quartz_stained_glass",4188,14,"true","Quartz Stained Glass Red",""
"Better Nether","betternether:quartz_stained_glass",4188,15,"true","Quartz Stained Glass Black",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,0,"true","Framed Quartz Stained Glass White",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,1,"true","Framed Quartz Stained Glass Orange",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,2,"true","Framed Quartz Stained Glass Magenta",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,3,"true","Framed Quartz Stained Glass Light Blue",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,4,"true","Framed Quartz Stained Glass Yellow",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,5,"true","Framed Quartz Stained Glass Lime",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,6,"true","Framed Quartz Stained Glass Pink",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,7,"true","Framed Quartz Stained Glass Gray",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,8,"true","Framed Quartz Stained Glass Silver",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,9,"true","Framed Quartz Stained Glass Cyan",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,10,"true","Framed Quartz Stained Glass Purple",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,11,"true","Framed Quartz Stained Glass Blue",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,12,"true","Framed Quartz Stained Glass Brown",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,13,"true","Framed Quartz Stained Glass Green",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,14,"true","Framed Quartz Stained Glass Red",""
"Better Nether","betternether:quartz_stained_glass_framed",4196,15,"true","Framed Quartz Stained Glass Black",""
"Better Nether","betternether:red_mold",4149,0,"false","Red Mold",""
"Better Nether","betternether:reeds_block",4129,0,"false","Reeds Block","blockPlanks"
"Better Nether","betternether:reeds_button",4134,0,"false","Reeds Button",""
"Better Nether","betternether:reeds_fence",4132,0,"false","Reeds Fence",""
"Better Nether","betternether:reeds_gate",4133,0,"false","Reeds Gate",""
"Better Nether","betternether:reeds_ladder",4179,0,"false","Reeds Ladder",""
"Better Nether","betternether:reeds_plate",4135,0,"false","Reeds Pressure Plate",""
"Better Nether","betternether:reeds_slab_half",4131,0,"true","Reeds Slab","slabPlanks"
"Better Nether","betternether:reeds_stairs",4130,0,"false","Reeds Stairs",""
"Better Nether","betternether:smoker",4143,0,"false","Smoker",""
"Better Nether","betternether:stalagnate_bark",4121,0,"false","Stalagnate Bark",""
"Better Nether","betternether:stalagnate_bowl",4202,0,"false","Stalagnate Bowl",""
"Better Nether","betternether:stalagnate_bowl_apple",4205,0,"false","Black Apple",""
"Better Nether","betternether:stalagnate_bowl_mushroom",4204,0,"false","Mushroom Stew",""
"Better Nether","betternether:stalagnate_bowl_wart",4203,0,"false","Wart Soup",""
"Better Nether","betternether:stalagnate_planks",4122,0,"false","Stalagnate Planks","blockPlanks"
"Better Nether","betternether:stalagnate_planks_button",4127,0,"false","Stalagnate Button",""
"Better Nether","betternether:stalagnate_planks_fence",4125,0,"false","Stalagnate Fence",""
"Better Nether","betternether:stalagnate_planks_gate",4126,0,"false","Stalagnate Gate",""
"Better Nether","betternether:stalagnate_planks_plate",4128,0,"false","Stalagnate Pressure Plate",""
"Better Nether","betternether:stalagnate_planks_slab_half",4124,0,"true","Stalagnate Slab","slabPlanks"
"Better Nether","betternether:stalagnate_planks_stairs",4123,0,"false","Stalagnate Stairs",""
"Better Nether","betternether:stalagnate_seed",4120,0,"false","Stalagnate Seed",""
"Better Nether","betternether:stalagnate_stem",4119,0,"false","Stalagnate","blockWood"
"Better Nether","betternether:wart_seed",4138,0,"false","Wart Seed",""
"Better With Mods","betterwithmods:aesthetic",5602,0,"true","Chopping Block",""
"Better With Mods","betterwithmods:aesthetic",5602,1,"true","Bloodied Chopping Block",""
"Better With Mods","betterwithmods:aesthetic",5602,2,"true","Hardened Nether Sludge","blockHardenedNetherClay"
"Better With Mods","betterwithmods:aesthetic",5602,3,"true","Concentrated Hellfire Block","blockConcentratedHellfire,blockHellfire,listAllExplosives"
"Better With Mods","betterwithmods:aesthetic",5602,4,"true","Rope Block",""
"Better With Mods","betterwithmods:aesthetic",5602,5,"true","Flint Block",""
"Better With Mods","betterwithmods:aesthetic",5602,6,"true","White Stone",""
"Better With Mods","betterwithmods:aesthetic",5602,7,"true","White Cobble",""
"Better With Mods","betterwithmods:aesthetic",5602,8,"true","Ender Block","blockEnder"
"Better With Mods","betterwithmods:aesthetic",5602,9,"true","Block of Padding","blockPadding"
"Better With Mods","betterwithmods:aesthetic",5602,10,"true","Block of Soap",""
"Better With Mods","betterwithmods:aesthetic",5602,11,"true","Block of Dung",""
"Better With Mods","betterwithmods:aesthetic",5602,12,"true","Block of Wicker",""
"Better With Mods","betterwithmods:aesthetic",5602,13,"true","Block of Nethercoal",""
"Better With Mods","betterwithmods:anchor",5579,0,"false","Anchor",""
"Better With Mods","betterwithmods:apple_pie",5691,0,"false","Apple Pie",""
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
"Better With Mods","betterwithmods:arcane_scroll",5697,0,"true","Arcane Scroll","scroll"
